NACA 0008
   0.4590240      0.3688964E-01
   0.4513029      0.3716024E-01
   0.4435835      0.3742062E-01
   0.4358658      0.3767052E-01
   0.4281499      0.3790966E-01
   0.4204359      0.3813776E-01
   0.4127238      0.3835454E-01
   0.4050139      0.3855969E-01
   0.3973061      0.3875289E-01
   0.3896007      0.3893382E-01
   0.3818976      0.3910215E-01
   0.3741971      0.3925751E-01
   0.3664993      0.3939955E-01
   0.3588042      0.3952788E-01
   0.3511121      0.3964213E-01
   0.3434230      0.3974186E-01
   0.3357373      0.3982667E-01
   0.3280549      0.3989611E-01
   0.3203762      0.3994971E-01
   0.3127013      0.3998700E-01
   0.3050305      0.4000747E-01
   0.2973639      0.4001060E-01
   0.2897018      0.3999584E-01
   0.2820446      0.3996262E-01
   0.2743925      0.3991033E-01
   0.2667457      0.3983835E-01
   0.2591048      0.3974600E-01
   0.2514701      0.3963261E-01
   0.2438419      0.3949742E-01
   0.2362208      0.3933966E-01
   0.2286073      0.3915852E-01
   0.2210019      0.3895312E-01
   0.2134053      0.3872254E-01
   0.2058182      0.3846580E-01
   0.1982414      0.3818187E-01
   0.1906758      0.3786961E-01
   0.1831223      0.3752784E-01
   0.1755822      0.3715528E-01
   0.1680567      0.3675055E-01
   0.1605473      0.3631216E-01
   0.1530558      0.3583850E-01
   0.1455841      0.3532784E-01
   0.1381346      0.3477829E-01
   0.1307101      0.3418778E-01
   0.1233138      0.3355406E-01
   0.1159498      0.3287470E-01
   0.1086229      0.3214700E-01
   0.1013391      0.3136809E-01
   0.9410627E-01  0.3053483E-01
   0.8693421E-01  0.2964394E-01
   0.7983621E-01  0.2869206E-01
   0.7283036E-01  0.2767603E-01
   0.6594187E-01  0.2659338E-01
   0.5920629E-01  0.2544320E-01
   0.5267337E-01  0.2422759E-01
   0.4641018E-01  0.2295368E-01
   0.4050016E-01  0.2163559E-01
   0.3503365E-01  0.2029516E-01
   0.3008828E-01  0.1895937E-01
   0.2570715E-01  0.1765467E-01
   0.2188852E-01  0.1640090E-01
   0.1859292E-01  0.1520866E-01
   0.1575908E-01  0.1407983E-01
   0.1331903E-01  0.1300993E-01
   0.1120975E-01  0.1199139E-01
   0.9377990E-02  0.1101582E-01
   0.7780303E-02  0.1007476E-01
   0.6382189E-02  0.9160224E-02
   0.5157028E-02  0.8264860E-02
   0.4084818E-02  0.7382081E-02
   0.3150972E-02  0.6506216E-02
   0.2345546E-02  0.5632713E-02
   0.1662462E-02  0.4758089E-02
   0.1098659E-02  0.3880874E-02
   0.6534466E-03  0.3002828E-02
   0.3255245E-03  0.2126033E-02
   0.1130336E-03  0.1256884E-02
   0.1220501E-04  0.4130142E-03
   0.1220501E-04 -0.4130142E-03
   0.1130336E-03 -0.1256884E-02
   0.3255245E-03 -0.2126033E-02
   0.6534466E-03 -0.3002828E-02
   0.1098659E-02 -0.3880874E-02
   0.1662462E-02 -0.4758089E-02
   0.2345546E-02 -0.5632713E-02
   0.3150972E-02 -0.6506216E-02
   0.4084818E-02 -0.7382081E-02
   0.5157028E-02 -0.8264860E-02
   0.6382189E-02 -0.9160224E-02
   0.7780303E-02 -0.1007476E-01
   0.9377990E-02 -0.1101582E-01
   0.1120975E-01 -0.1199139E-01
   0.1331903E-01 -0.1300993E-01
   0.1575908E-01 -0.1407983E-01
   0.1859292E-01 -0.1520866E-01
   0.2188852E-01 -0.1640090E-01
   0.2570715E-01 -0.1765467E-01
   0.3008828E-01 -0.1895937E-01
   0.3503365E-01 -0.2029516E-01
   0.4050016E-01 -0.2163559E-01
   0.4641018E-01 -0.2295368E-01
   0.5267337E-01 -0.2422759E-01
   0.5920629E-01 -0.2544320E-01
   0.6594187E-01 -0.2659338E-01
   0.7283036E-01 -0.2767603E-01
   0.7983621E-01 -0.2869206E-01
   0.8693421E-01 -0.2964394E-01
   0.9410627E-01 -0.3053483E-01
   0.1013391     -0.3136809E-01
   0.1086229     -0.3214700E-01
   0.1159498     -0.3287470E-01
   0.1233138     -0.3355406E-01
   0.1307101     -0.3418778E-01
   0.1381346     -0.3477829E-01
   0.1455841     -0.3532784E-01
   0.1530558     -0.3583850E-01
   0.1605473     -0.3631216E-01
   0.1680567     -0.3675055E-01
   0.1755822     -0.3715528E-01
   0.1831223     -0.3752784E-01
   0.1906758     -0.3786961E-01
   0.1982414     -0.3818187E-01
   0.2058182     -0.3846580E-01
   0.2134053     -0.3872254E-01
   0.2210019     -0.3895312E-01
   0.2286073     -0.3915852E-01
   0.2362208     -0.3933966E-01
   0.2438419     -0.3949742E-01
   0.2514701     -0.3963261E-01
   0.2591048     -0.3974600E-01
   0.2667457     -0.3983835E-01
   0.2743925     -0.3991033E-01
   0.2820446     -0.3996262E-01
   0.2897018     -0.3999584E-01
   0.2973639     -0.4001060E-01
   0.3050305     -0.4000747E-01
   0.3127013     -0.3998700E-01
   0.3203762     -0.3994971E-01
   0.3280549     -0.3989611E-01
   0.3357373     -0.3982667E-01
   0.3434230     -0.3974186E-01
   0.3511121     -0.3964213E-01
   0.3588042     -0.3952788E-01
   0.3664993     -0.3939955E-01
   0.3741971     -0.3925751E-01
   0.3818976     -0.3910215E-01
   0.3896007     -0.3893382E-01
   0.3973061     -0.3875289E-01
   0.4050139     -0.3855969E-01
   0.4127238     -0.3835454E-01
   0.4204359     -0.3813776E-01
   0.4281499     -0.3790966E-01
   0.4358658     -0.3767052E-01
   0.4435835     -0.3742062E-01
   0.4513029     -0.3716024E-01
   0.4590240     -0.3688964E-01
   0.4667467     -0.3660908E-01
   0.4744708     -0.3631879E-01
   0.4821964     -0.3601902E-01
   0.4899233     -0.3570998E-01
   0.4976515     -0.3539191E-01
   0.5053810     -0.3506500E-01
   0.5131116     -0.3472947E-01
   0.5208433     -0.3438551E-01
   0.5285760     -0.3403330E-01
   0.5363098     -0.3367304E-01
   0.5440444     -0.3330489E-01
   0.5517800     -0.3292902E-01
   0.5595164     -0.3254560E-01
   0.5672536     -0.3215478E-01
   0.5749916     -0.3175670E-01
   0.5827302     -0.3135152E-01
   0.5904695     -0.3093936E-01
   0.5982093     -0.3052036E-01
   0.6059498     -0.3009464E-01
   0.6136907     -0.2966232E-01
   0.6214321     -0.2922351E-01
   0.6291740     -0.2877833E-01
   0.6369162     -0.2832686E-01
   0.6446588     -0.2786922E-01
   0.6524016     -0.2740549E-01
   0.6601448     -0.2693576E-01
   0.6678882     -0.2646011E-01
   0.6756317     -0.2597861E-01
   0.6833754     -0.2549133E-01
   0.6911192     -0.2499835E-01
   0.6988631     -0.2449972E-01
   0.7066070     -0.2399550E-01
   0.7143509     -0.2348574E-01
   0.7220948     -0.2297048E-01
   0.7298386     -0.2244977E-01
   0.7375822     -0.2192365E-01
   0.7453257     -0.2139214E-01
   0.7530691     -0.2085528E-01
   0.7608122     -0.2031309E-01
   0.7685550     -0.1976559E-01
   0.7762975     -0.1921278E-01
   0.7840397     -0.1865469E-01
   0.7917815     -0.1809132E-01
   0.7995229     -0.1752267E-01
   0.8072639     -0.1694873E-01
   0.8150043     -0.1636951E-01
   0.8227443     -0.1578498E-01
   0.8304837     -0.1519513E-01
   0.8382224     -0.1459995E-01
   0.8459606     -0.1399940E-01
   0.8536980     -0.1339347E-01
   0.8614348     -0.1278211E-01
   0.8691708     -0.1216530E-01
   0.8769059     -0.1154300E-01
   0.8846402     -0.1091515E-01
   0.8923734     -0.1028174E-01
   0.9001053     -0.9642708E-02
   0.9078355     -0.8998050E-02
   0.9155630     -0.8347780E-02
   0.9232858     -0.7692005E-02
   0.9309997     -0.7031026E-02
   0.9386958     -0.6365560E-02
   0.9463553     -0.5697228E-02
   0.9539389     -0.5029467E-02
   0.9613710     -0.4369261E-02
   0.9685110     -0.3729072E-02
   0.9751606     -0.3129100E-02
   0.9810867     -0.2586541E-02
   0.9861842     -0.2125459E-02
   0.9904663     -0.1727153E-02
   0.9941252     -0.1358234E-02
   0.9973730     -0.1184395E-02
    1.000000       0.000000    
