NACA 0008
    1.000000       0.000000    
   0.9960329      0.1292761E-02
   0.9907524      0.1695536E-02
   0.9841259      0.2306407E-02
   0.9756576      0.3084221E-02
   0.9655704      0.3993592E-02
   0.9545681      0.4973796E-02
   0.9431869      0.5974425E-02
   0.9316721      0.6973125E-02
   0.9201123      0.7962198E-02
   0.9085364      0.8939306E-02
   0.8969540      0.9903851E-02
   0.8853681      0.1085577E-01
   0.8737797      0.1179517E-01
   0.8621895      0.1272219E-01
   0.8505974      0.1363694E-01
   0.8390038      0.1453955E-01
   0.8274088      0.1543012E-01
   0.8158124      0.1630873E-01
   0.8042149      0.1717543E-01
   0.7926163      0.1803026E-01
   0.7810168      0.1887323E-01
   0.7694164      0.1970434E-01
   0.7578154      0.2052357E-01
   0.7462138      0.2133084E-01
   0.7346118      0.2212611E-01
   0.7230094      0.2290926E-01
   0.7114069      0.2368019E-01
   0.6998043      0.2443874E-01
   0.6882018      0.2518475E-01
   0.6765994      0.2591803E-01
   0.6649974      0.2663837E-01
   0.6533958      0.2734552E-01
   0.6417948      0.2803921E-01
   0.6301945      0.2871917E-01
   0.6185951      0.2938506E-01
   0.6069967      0.3003655E-01
   0.5953994      0.3067325E-01
   0.5838034      0.3129477E-01
   0.5722088      0.3190068E-01
   0.5606159      0.3249051E-01
   0.5490247      0.3306377E-01
   0.5374353      0.3361995E-01
   0.5258481      0.3415847E-01
   0.5142632      0.3467876E-01
   0.5026807      0.3518019E-01
   0.4911009      0.3566209E-01
   0.4795240      0.3612377E-01
   0.4679501      0.3656448E-01
   0.4563796      0.3698345E-01
   0.4448127      0.3737985E-01
   0.4332495      0.3775282E-01
   0.4216906      0.3810142E-01
   0.4101360      0.3842471E-01
   0.3985862      0.3872164E-01
   0.3870415      0.3899115E-01
   0.3755024      0.3923210E-01
   0.3639691      0.3944327E-01
   0.3524422      0.3962339E-01
   0.3409222      0.3977111E-01
   0.3294097      0.3988500E-01
   0.3179052      0.3996352E-01
   0.3064094      0.4000505E-01
   0.2949232      0.4000787E-01
   0.2834473      0.3997011E-01
   0.2719828      0.3988981E-01
   0.2605307      0.3976482E-01
